"Count","Percent","Word"
"0004","00.00%","shoot"
"0004","00.00%","shortly"
"0004","00.00%","si"
"0004","00.00%","six"
"0004","00.00%","skilgme"
"0004","00.00%","skype"
"0004","00.00%","smart"
"0004","00.00%","smokes"
"0004","00.00%","solve"
"0004","00.00%","sometime"
"0004","00.00%","songs"
"0004","00.00%","sooner"
"0004","00.00%","sore"
"0004","00.00%","spending"
"0004","00.00%","spk"
"0004","00.00%","spoken"
"0004","00.00%","step"
"0004","00.00%","str"
"0004","00.00%","subs"
"0004","00.00%","subscriber"
"0004","00.00%","sugar"
"0004","00.00%","suite"
"0004","00.00%","surprised"
"0004","00.00%","taken"
"0004","00.00%","takin"
"0004","00.00%","taunton"
"0004","00.00%","tb"
"0004","00.00%","tcs"
"0004","00.00%","teaches"
"0004","00.00%","technical"
"0004","00.00%","teeth"
"0004","00.00%","temple"
"0004","00.00%","tenants"
"0004","00.00%","texted"
"0004","00.00%","textpod"
"0004","00.00%","thangam"
"0004","00.00%","theory"
"0004","00.00%","three"
"0004","00.00%","throat"
"0004","00.00%","throw"
"0004","00.00%","tihs"
"0004","00.00%","title"
"0004","00.00%","tkts"
"0004","00.00%","tm"
"0004","00.00%","total"
"0004","00.00%","tree"
"0004","00.00%","tt"
"0004","00.00%","tuition"
"0004","00.00%","turn"
"0004","00.00%","txtin"
"0004","00.00%","tyrone"
"0004","00.00%","uncles"
"0004","00.00%","understanding"
"0004","00.00%","unique"
"0004","00.00%","unredeemed"
"0004","00.00%","upto"
"0004","00.00%","ure"
"0004","00.00%","url"
"0004","00.00%","urn"
"0004","00.00%","vijay"
"0004","00.00%","vip"
"0004","00.00%","w1"
"0004","00.00%","w111wx"
"0004","00.00%","w1jhl"
"0004","00.00%","wah"
"0004","00.00%","waitin"
"0004","00.00%","wanting"
"0004","00.00%","wc1n3xx"
"0004","00.00%","we'd"
"0004","00.00%","we've"
"0004","00.00%","wearing"
"0004","00.00%","week's"
"0004","00.00%","weird"
"0004","00.00%","whom"
"0004","00.00%","wkend"
"0004","00.00%","wonders"
"0004","00.00%","wrc"
"0004","00.00%","wtf"
"0004","00.00%","wylie"
"0004","00.00%","yer"
"0004","00.00%","yetunde"
"0004","00.00%","yuo"
"0003","00.00%","07xxxxxxxxx"
"0003","00.00%","08000938767"
"0003","00.00%","0845"
"0003","00.00%","08452810073"
"0003","00.00%","08701417012"
"0003","00.00%","08717898035"
"0003","00.00%","087187262701"
"0003","00.00%","09"
"0003","00.00%","09061209465"
"0003","00.00%","09061790121"
"0003","00.00%","09063458130"
"0003","00.00%","09066362231"
"0003","00.00%","09066612661"
"0003","00.00%","100percent-real"
"0003","00.00%","10k"
"0003","00.00%","114"
"0003","00.00%","121"
"0003","00.00%","123"
"0003","00.00%","125gift"
"0003","00.00%","14"
"0003","00.00%","1450"
"0003","00.00%","15"
"0003","00.00%","1500"
"0003","00.00%","150ppermesssubscription"
"0003","00.00%","18yrs"
"0003","00.00%","1956669"
"0003","00.00%","1winaweek"
"0003","00.00%","2005"
"0003","00.00%","21st"
"0003","00.00%","220-cm2"
"0003","00.00%","29"
"0003","00.00%","2go"
"0003","00.00%","2morow"
"0003","00.00%","2morrow"
"0003","00.00%","2stoptxt"
"0003","00.00%","2u"
"0003","00.00%","31"
"0003","00.00%","33"
"0003","00.00%","3lp"
"0003","00.00%","3uz"
"0003","00.00%","4-tc"
"0003","00.00%","434"
"0003","00.00%","45239"
"0003","00.00%","4mths"
"0003","00.00%","50gbp"
"0003","00.00%","50perwksub"
"0003","00.00%","5min"
"0003","00.00%","5p"
"0003","00.00%","6months"
"0003","00.00%","6pm"
"0003","00.00%","75"
"0003","00.00%","80082"
"0003","00.00%","80182"
"0003","00.00%","80878"
"0003","00.00%","81303"
"0003","00.00%","81618"
"0003","00.00%","82242"
"0003","00.00%","83222"
"0003","00.00%","84025"
"0003","00.00%","84128"
"0003","00.00%","87021"
"0003","00.00%","88066"
"0003","00.00%","88600"
"0003","00.00%","89545"
"0003","00.00%","89555"
"0003","00.00%","8wp"
"0003","00.00%","9ja"
"0003","00.00%","9t"
"0003","00.00%","aah"
"0003","00.00%","abta"
"0003","00.00%","accident"
"0003","00.00%","accordingly"
"0003","00.00%","addie"
"0003","00.00%","adore"
"0003","00.00%","advise"
"0003","00.00%","affairs"
"0003","00.00%","alcohol"
"0003","00.00%","alfie"
"0003","00.00%","alive"
"0003","00.00%","alwys"
"0003","00.00%","american"
"0003","00.00%","among"
"0003","00.00%","anti"
"0003","00.00%","anythin"
"0003","00.00%","anywhere"
"0003","00.00%","apologise"
"0003","00.00%","apps"
"0003","00.00%","argh"
"0003","00.00%","arng"
"0003","00.00%","arsenal"
"0003","00.00%","art"
"0003","00.00%","arun"
"0003","00.00%","audition"
"0003","00.00%","august"
"0003","00.00%","auto"
"0003","00.00%","avatar"
"0003","00.00%","avent"
"0003","00.00%","bags"
"0003","00.00%","banks"
"0003","00.00%","bat"
"0003","00.00%","behave"
"0003","00.00%","bein"
"0003","00.00%","bell"
"0003","00.00%","ben"
"0003","00.00%","best1"
"0003","00.00%","beware"
"0003","00.00%","beyond"
"0003","00.00%","bigger"
"0003","00.00%","billed"
"0003","00.00%","birla"
"0003","00.00%","birth"
"0003","00.00%","bite"
"0003","00.00%","blah"
"0003","00.00%","blake's"
"0003","00.00%","blame"
"0003","00.00%","bless"
"0003","00.00%","blessings"
"0003","00.00%","bloo"
"0003","00.00%","blow"
"0003","00.00%","bmw"
"0003","00.00%","boat"
"0003","00.00%","booking"
"0003","00.00%","books"
"0003","00.00%","booty"
"0003","00.00%","bottle"
"0003","00.00%","bottom"
"0003","00.00%","box95qu"
"0003","00.00%","box97n7qp"
"0003","00.00%","boye"
"0003","00.00%","brain"
"0003","00.00%","bro"
"0003","00.00%","bros"
"0003","00.00%","brothas"
"0003","00.00%","bstfrnd"
"0003","00.00%","buff"
"0003","00.00%","building"
"0003","00.00%","burger"
"0003","00.00%","business"
"0003","00.00%","butt"
"0003","00.00%","buzy"
"0003","00.00%","bx420-ip4-5we"
"0003","00.00%","calicut"
"0003","00.00%","california"
"0003","00.00%","callback"
"0003","00.00%","callin"
"0003","00.00%","cann't"
"0003","00.00%","captain"
"0003","00.00%","cardiff"
"0003","00.00%","cares"
"0003","00.00%","caring"
"0003","00.00%","carry"
"0003","00.00%","catching"
"0003","00.00%","caught"
"0003","00.00%","celeb"
"0003","00.00%","certainly"
"0003","00.00%","chain"
"0003","00.00%","challenge"
"0003","00.00%","changes"
"0003","00.00%","chasing"
"0003","00.00%","chatting"
"0003","00.00%","chechi"
"0003","00.00%","cheer"
"0003","00.00%","chicken"
"0003","00.00%","child"
"0003","00.00%","chill"
"0003","00.00%","chillin"
"0003","00.00%","china"
"0003","00.00%","chosen"
"0003","00.00%","citizen"
"0003","00.00%","claire"
"0003","00.00%","clear"
"0003","00.00%","cleared"
"0003","00.00%","clos1"
"0003","00.00%","cn"
"0003","00.00%","cock"
"0003","00.00%","collected"
"0003","00.00%","collecting"
"0003","00.00%","community"
"0003","00.00%","concentrate"
"0003","00.00%","concert"
"0003","00.00%","confirmed"
"0003","00.00%","constantly"
"0003","00.00%","contents"
"0003","00.00%","cornwall"
"0003","00.00%","crab"
"0003","00.00%","crack"
"0003","00.00%","cramps"
"0003","00.00%","cruise"
"0003","00.00%","csbcm4235wc1n3xx"
"0003","00.00%","cuddle"
"0003","00.00%","cutefrnd"
"0003","00.00%","dai"
"0003","00.00%","dark"
"0003","00.00%","dave"
"0003","00.00%","dear1"
"0003","00.00%","dearer"
"0003","00.00%","dearly"
"0003","00.00%","death"
"0003","00.00%","deliveredtomorrow"
"0003","00.00%","di"
"0003","00.00%","dick"
"0003","00.00%","diff"
"0003","00.00%","dificult"
"0003","00.00%","dignity"
"0003","00.00%","dislikes"
"0003","00.00%","display"
"0003","00.00%","distance"
"0003","00.00%","docs"
"0003","00.00%","doggy"
"0003","00.00%","doors"
"0003","00.00%","dot"
"0003","00.00%","downloads"
"0003","00.00%","dress"
"0003","00.00%","dresser"
"0003","00.00%","drinking"
"0003","00.00%","drunk"
"0003","00.00%","dsn't"
"0003","00.00%","dubsack"
"0003","00.00%","e-tlp"
"0003","00.00%","eaten"
"0003","00.00%","eight"
"0003","00.00%","elsewhere"
"0003","00.00%","enuff"
"0003","00.00%","erm"
"0003","00.00%","ese"
"0003","00.00%","euro"
"0003","00.00%","everybody"
"0003","00.00%","evn"
"0003","00.00%","exe"
"0003","00.00%","executive"
"0003","00.00%","exhausted"
"0003","00.00%","express"
"0003","00.00%","eye"
"0003","00.00%","failed"
"0003","00.00%","fair"
"0003","00.00%","falls"
"0003","00.00%","fancies"
"0003","00.00%","farm"
"0003","00.00%","fathima"
"0003","00.00%","fave"
"0003","00.00%","favor"
"0003","00.00%","favourite"
"0003","00.00%","fear"
"0003","00.00%","feelin"
"0003","00.00%","fees"
"0003","00.00%","fell"
"0003","00.00%","female"
"0003","00.00%","fightng"
"0003","00.00%","films"
"0003","00.00%","finishes"
"0003","00.00%","finishing"
"0003","00.00%","fish"
"0003","00.00%","fit"
"0003","00.00%","flaked"
"0003","00.00%","flash"
"0003","00.00%","flight"
"0003","00.00%","floor"
"0003","00.00%","follow"
"0003","00.00%","footprints"
"0003","00.00%","force"
"0003","00.00%","foreign"
"0003","00.00%","forevr"
"0003","00.00%","four"
"0003","00.00%","fran"
"0003","00.00%","freezing"
"0003","00.00%","friend's"
"0003","00.00%","frying"
"0003","00.00%","fuckin"
"0003","00.00%","ful"
"0003","00.00%","gang"
"0003","00.00%","garage"
"0003","00.00%","gardener"
"0003","00.00%","gary"
"0003","00.00%","gautham"
"0003","00.00%","gbp"
"0003","00.00%","generally"
"0003","00.00%","gentleman"
"0003","00.00%","genuine"
"0003","00.00%","germany"
"0003","00.00%","gimme"
"0003","00.00%","given"
"0003","00.00%","goal"
"0003","00.00%","gona"
"0003","00.00%","goodnite"
"0003","00.00%","gossip"
"0003","00.00%","grahmbell"
"0003","00.00%","gram"
"0003","00.00%","greetings"
"0003","00.00%","ground"
"0003","00.00%","gudnite"
"0003","00.00%","guilty"
"0003","00.00%","hahaha"
"0003","00.00%","haiz"
"0003","00.00%","halloween"
"0003","00.00%","handed"
"0003","00.00%","hardcore"
"0003","00.00%","haven"
"0003","00.00%","havin"
"0003","00.00%","havnt"
"0003","00.00%","headache"
"0003","00.00%","hint"
"0003","00.00%","history"
"0003","00.00%","homeowners"
"0003","00.00%","hon"
"0003","00.00%","honeybee"
"0003","00.00%","husband"
"0003","00.00%","ibhltd"
"0003","00.00%","ic"
"0003","00.00%","ideas"
"0003","00.00%","ikea"
"0003","00.00%","impossible"
"0003","00.00%","in2"
"0003","00.00%","incident"
"0003","00.00%","include"
"0003","00.00%","innings"
"0003","00.00%","insha"
"0003","00.00%","instantly"
"0003","00.00%","instructions"
"0003","00.00%","invite"
"0003","00.00%","invnted"
"0003","00.00%","iouri"
"0003","00.00%","irritating"
"0003","00.00%","iscoming"
"0003","00.00%","islands"
"0003","00.00%","isn"
"0003","00.00%","issue"
"0003","00.00%","itz"
"0003","00.00%","james"
"0003","00.00%","jan"
"0003","00.00%","jane"
"0003","00.00%","jason"
"0003","00.00%","jay's"
"0003","00.00%","jealous"
"0003","00.00%","jstfrnd"
"0003","00.00%","juicy"
"0003","00.00%","july"
"0003","00.00%","k52"
"0003","00.00%","kadeem"
"0003","00.00%","karaoke"
"0003","00.00%","keys"
"0003","00.00%","kindly"
"0003","00.00%","knackered"
"0003","00.00%","knowing"
"0003","00.00%","l"
"0003","00.00%","laughed"
"0003","00.00%","ldnw15h"
"0003","00.00%","le"
"0003","00.00%","legs"
"0003","00.00%","leona"
"0003","00.00%","lick"
"0003","00.00%","lido"
"0003","00.00%","lifetime"
"0003","00.00%","lifpartnr"
"0003","00.00%","likely"
"0003","00.00%","likes"
"0003","00.00%","lil"
"0003","00.00%","lines"
"0003","00.00%","liverpool"
"0003","00.00%","loses"
"0003","00.00%","lotr"
"0003","00.00%","loud"
"0003","00.00%","lounge"
"0003","00.00%","lousy"
"0003","00.00%","luxury"
"0003","00.00%","lvblefrnd"
"0003","00.00%","m26"
"0003","00.00%","m8"
"0003","00.00%","m8s"
"0003","00.00%","macho"
"0003","00.00%","madam"
"0003","00.00%","maga"
"0003","00.00%","magical"
"0003","00.00%","maintain"
"0003","00.00%","major"
"0003","00.00%","male"
"0003","00.00%","mall"
"0003","00.00%","management"
"0003","00.00%","maneesha"
"0003","00.00%","map"
"0003","00.00%","margaret"
"0003","00.00%","market"
"0003","00.00%","mas"
"0003","00.00%","matrix3"
"0003","00.00%","measure"
"0003","00.00%","medicine"
"0003","00.00%","members"
"0003","00.00%","messenger"
"0003","00.00%","middle"
"0003","00.00%","miles"
"0003","00.00%","mini"
"0003","00.00%","minmobsmorelkpobox177hp51fl"
"0003","00.00%","minnaminunginte"
"0003","00.00%","missin"
"0003","00.00%","mix"
"0003","00.00%","mmmm"
"0003","00.00%","mnth"
"0003","00.00%","mobilesdirect"
"0003","00.00%","moments"
"0003","00.00%","mono"
"0003","00.00%","month's"
"0003","00.00%","monthly"
"0003","00.00%","moon's"
"0003","00.00%","morn"
"0003","00.00%","morphine"
"0003","00.00%","moved"
"0003","00.00%","msging"
"0003","00.00%","mtmsg18"
"0003","00.00%","mum's"
"0003","00.00%","mummy"
"0003","00.00%","na-tuition"
"0003","00.00%","names"
"0003","00.00%","nan"
"0003","00.00%","nap"
"0003","00.00%","nat"
"0003","00.00%","natural"
"0003","00.00%","nd"
"0003","00.00%","ne"
"0003","00.00%","neighbour"
"0003","00.00%","networking"
"0003","00.00%","networks"
"0003","00.00%","newest"
"0003","00.00%","nichols"
"0003","00.00%","nokias"
"0003","00.00%","norm"
"0003","00.00%","normally"
"0003","00.00%","nurungu"
"0003","00.00%","oic"
"0003","00.00%","okey"
"0003","00.00%","onwards"
"0003","00.00%","option"
"0003","00.00%","or2stoptxt"
"0003","00.00%","outstanding"
"0003","00.00%","painful"
"0003","00.00%","parked"
"0003","00.00%","parking"
"0003","00.00%","payoh"
"0003","00.00%","peace"
"0003","00.00%","pence"
"0003","00.00%","pending"
"0003","00.00%","period"
"0003","00.00%","ph"
"0003","00.00%","philosophy"
"0003","00.00%","phne"
"0003","00.00%","picture"
"0003","00.00%","pieces"
"0003","00.00%","pink"
"0003","00.00%","pocketbabe"
"0003","00.00%","polyph"
"0003","00.00%","pop"
"0003","00.00%","popped"
"0003","00.00%","possession"
"0003","00.00%","postcode"
"0003","00.00%","potential"
"0003","00.00%","pouts"
"0003","00.00%","praying"
"0003","00.00%","prefer"
"0003","00.00%","previous"
"0003","00.00%","previously"
"0003","00.00%","prey"
"0003","00.00%","prolly"
"0003","00.00%","promises"
"0003","00.00%","proof"
"0003","00.00%","prospects"
"0003","00.00%","prove"
"0003","00.00%","provided"
"0003","00.00%","ptbo"
"0003","00.00%","questioned"
"0003","00.00%","quickly"
"0003","00.00%","railway"
"0003","00.00%","raji"
"0003","00.00%","randomly"
"0003","00.00%","rang"
"0003","00.00%","ranjith"
"0003","00.00%","reality"
"0003","00.00%","realize"
"0003","00.00%","realized"
"0003","00.00%","recent"
"0003","00.00%","record"
"0003","00.00%","regarding"
"0003","00.00%","register"
"0003","00.00%","regular"
"0003","00.00%","remains"
"0003","00.00%","remembered"
"0003","00.00%","reminder"
"0003","00.00%","requests"
"0003","00.00%","responce"
"0003","00.00%","responding"
"0003","00.00%","returned"
"0003","00.00%","rich"
"0003","00.00%","ringtoneking"
"0003","00.00%","roads"
"0003","00.00%","roast"
"0003","00.00%","rofl"
"0003","00.00%","ron"
"0003","00.00%","roommate"
"0003","00.00%","roommates"
"0003","00.00%","rule"
"0003","00.00%","runs"
"0003","00.00%","sachin"
"0003","00.00%","satisfied"
"0003","00.00%","saucy"
"0003","00.00%","scary"
"0003","00.00%","science"
"0003","00.00%","score"
"0003","00.00%","scotland"
"0003","00.00%","screen"
"0003","00.00%","se"
"0003","00.00%","seat"
"0003","00.00%","seconds"
"0003","00.00%","sender"
"0003","00.00%","sentence"
"0003","00.00%","senthil"
"0003","00.00%","settle"
"0003","00.00%","seven"
"0003","00.00%","sh"
"0003","00.00%","sheets"
"0003","00.00%","shesil"
"0003","00.00%","shijas"
"0003","00.00%","shipping"
"0003","00.00%","shirts"
"0003","00.00%","shld"
"0003","00.00%","shortage"
"0003","00.00%","shorter"
"0003","00.00%","shot"
"0003","00.00%","shouted"
"0003","00.00%","shut"
"0003","00.00%","shy"
"0003","00.00%","sk3"
"0003","00.00%","skillgame"
"0003","00.00%","skip"
"0003","00.00%","slap"
"0003","00.00%","slippers"
"0003","00.00%","smoking"
"0003","00.00%","snake"
"0003","00.00%","soft"
"0003","00.00%","software"
"0003","00.00%","sorted"
"0003","00.00%","sorting"
"0003","00.00%","sory"
"0003","00.00%","soryda"
"0003","00.00%","soup"
"0003","00.00%","source"
"0003","00.00%","spanish"
"0003","00.00%","speechless"
"0003","00.00%","speed"
"0003","00.00%","spell"
"0003","00.00%","sports"
"0003","00.00%","sry"
"0003","00.00%","staff"
"0003","00.00%","stamps"
"0003","00.00%","standing"
"0003","00.00%","stars"
"0003","00.00%","starwars3"
"0003","00.00%","stomach"
"0003","00.00%","stomps"
"0003","00.00%","stops"
"0003","00.00%","storming"
"0003","00.00%","stranger"
"0003","00.00%","stress"
"0003","00.00%","strike"
"0003","00.00%","stuck"
"0003","00.00%","subpoly"
"0003","00.00%","subscribed"
"0003","00.00%","successful"
"0003","00.00%","successfully"
"0003","00.00%","suggest"
"0003","00.00%","sum1"
"0003","00.00%","suntec"
"0003","00.00%","supervisor"
"0003","00.00%","supply"
"0003","00.00%","suprman"
"0003","00.00%","sweetest"
"0003","00.00%","swimming"
"0003","00.00%","swtheart"
"0003","00.00%","symbol"
"0003","00.00%","t-mobile"
"0003","00.00%","tablets"
"0003","00.00%","talent"
"0003","00.00%","tape"
"0003","00.00%","tcr"
"0003","00.00%","teacher"
"0003","00.00%","tease"
"0003","00.00%","telphone"
"0003","00.00%","temp"
"0003","00.00%","term"
"0003","00.00%","terrible"
"0003","00.00%","tessy"
"0003","00.00%","tests"
"0003","00.00%","textcomp"
"0003","00.00%","textoperator"
"0003","00.00%","thanksgiving"
"0003","00.00%","thm"
"0003","00.00%","ths"
"0003","00.00%","tirupur"
"0003","00.00%","titles"
"0003","00.00%","toa"
"0003","00.00%","today-sunday"
"0003","00.00%","tog"
"0003","00.00%","toll"
"0003","00.00%","tom"
"0003","00.00%","tomarrow"
"0003","00.00%","touched"
"0003","00.00%","transfer"
"0003","00.00%","transfered"
"0003","00.00%","tscs"
"0003","00.00%","tscs087147403231winawk"
"0003","00.00%","twelve"
"0003","00.00%","u4"
"0003","00.00%","ubi"
"0003","00.00%","uks"
"0003","00.00%","ummmmmaah"
"0003","00.00%","understood"
"0003","00.00%","university"
"0003","00.00%","upgrade"
"0003","00.00%","upload"
"0003","00.00%","upset"
"0003","00.00%","urgently"
"0003","00.00%","usc"
"0003","00.00%","valid12hrs"
"0003","00.00%","valuable"
"0003","00.00%","various"
"0003","00.00%","vava"
"0003","00.00%","vegetables"
"0003","00.00%","verify"
"0003","00.00%","vettam"
"0003","00.00%","violence"
"0003","00.00%","vodka"
"0003","00.00%","voicemail"
"0003","00.00%","wa"
"0003","00.00%","wales"
"0003","00.00%","walked"
"0003","00.00%","walls"
"0003","00.00%","walmart"
"0003","00.00%","warner"
"0003","00.00%","wedding"
"0003","00.00%","welp"
"0003","00.00%","when's"
"0003","00.00%","whenevr"
"0003","00.00%","whos"
"0003","00.00%","winning"
"0003","00.00%","wisdom"
"0003","00.00%","wise"
"0003","00.00%","wn"
"0003","00.00%","women"
"0003","00.00%","wrk"
"0003","00.00%","ws"
"0003","00.00%","wt"
"0003","00.00%","wud"
"0003","00.00%","xavier"
"0003","00.00%","xuhui"
"0003","00.00%","yeh"
"0003","00.00%","yor"
"0003","00.00%","yummy"
"0002","00.00%","008704050406"
"0002","00.00%","01223585334"
"0002","00.00%","0207"
"0002","00.00%","02073162414"
"0002","00.00%","021"
"0002","00.00%","050703"
"0002","00.00%","0578"
"0002","00.00%","07"
"0002","00.00%","07123456789"
"0002","00.00%","07734396839"
"0002","00.00%","07742676969"
"0002","00.00%","0776xxxxxxx"
"0002","00.00%","07781482378"
"0002","00.00%","07786200117"
"0002","00.00%","07821230901"
"0002","00.00%","08000407165"
"0002","00.00%","08000776320"
"0002","00.00%","08002888812"
"0002","00.00%","08002986030"
"0002","00.00%","08006344447"
"0002","00.00%","08081560665"
"0002","00.00%","0825"
"0002","00.00%","0844"
"0002","00.00%","08452810075over18's"
"0002","00.00%","08700621170150p"
"0002","00.00%","08701417012150p"
"0002","00.00%","0870241182716"
"0002","00.00%","08706091795"
"0002","00.00%","08708034412"
"0002","00.00%","08709222922"
"0002","00.00%","08712101358"
"0002","00.00%","08712317606"
"0002","00.00%","08712400602450p"
"0002","00.00%","08712402050"
"0002","00.00%","08712405022"
"0002","00.00%","0871277810810"
"0002","00.00%","0871750"
"0002","00.00%","08718726270"
"0002","00.00%","08718727868"
"0002","00.00%","08718727870"
"0002","00.00%","08718730666"
"0002","00.00%","08718738001"
"0002","00.00%","08719180248"
"0002","00.00%","08719181513"
"0002","00.00%","09050001808"
"0002","00.00%","09050002311"
"0002","00.00%","09050003091"
"0002","00.00%","09056242159"
"0002","00.00%","09058091854"
"0002","00.00%","09058094565"
"0002","00.00%","09058094597"
"0002","00.00%","09058094599"
"0002","00.00%","09058099801"
"0002","00.00%","09061213237"
"0002","00.00%","09061221061"
"0002","00.00%","09061701461"
"0002","00.00%","09061702893"
"0002","00.00%","09061743386"
"0002","00.00%","09061743806"
"0002","00.00%","09061744553"
"0002","00.00%","09064011000"
"0002","00.00%","09064012160"
"0002","00.00%","09064019014"
"0002","00.00%","09065174042"
"0002","00.00%","09065989182"
"0002","00.00%","09066350750"
"0002","00.00%","09066358152"
"0002","00.00%","09066364311"
"0002","00.00%","09066364589"
"0002","00.00%","09066380611"
"0002","00.00%","09066382422"
"0002","00.00%","09071512433"
"0002","00.00%","09094646899"
"0002","00.00%","1's"
"0002","00.00%","1-u"
"0002","00.00%","1000's"
"0002","00.00%","1030"
"0002","00.00%","10am-9pm"
"0002","00.00%","10ppm"
"0002","00.00%","113"
"0002","00.00%","1250"
"0002","00.00%","12mths"
"0002","00.00%","13"
"0002","00.00%","150p16"
"0002","00.00%","153"
"0002","00.00%","169"
"0002","00.00%","177"
"0002","00.00%","18p"
"0002","00.00%","1hr"
"0002","00.00%","1win150ppmx3"
"0002","00.00%","2-u"
"0002","00.00%","2007"
"0002","00.00%","21870000"
"0002","00.00%","22"
"0002","00.00%","24hrs"
"0002","00.00%","250k"
"0002","00.00%","26th"
"0002","00.00%","27"
"0002","00.00%","28days"
"0002","00.00%","2c"
"0002","00.00%","2end"
"0002","00.00%","2find"
"0002","00.00%","2geva"
"0002","00.00%","2gthr"
"0002","00.00%","2marrow"
"0002","00.00%","2morro"
"0002","00.00%","2p"
"0002","00.00%","2rcv"
"0002","00.00%","2stop"
"0002","00.00%","2waxsto"
"0002","00.00%","2wks"
"0002","00.00%","2wt"
"0002","00.00%","2yr"
"0002","00.00%","3-u"
"0002","00.00%","300603"
"0002","00.00%","300p"
"0002","00.00%","30ish"
"0002","00.00%","30pp"
"0002","00.00%","3100"
"0002","00.00%","31p"
"0002","00.00%","326"
"0002","00.00%","3650"
"0002","00.00%","3680"
"0002","00.00%","373"
"0002","00.00%","3aj"
"0002","00.00%","3hrs"
"0002","00.00%","3ss"
"0002","00.00%","4-some1"
"0002","00.00%","40"
"0002","00.00%","40533"
"0002","00.00%","41685"
"0002","00.00%","4403ldnw1a7rw18"
"0002","00.00%","447797706009"
"0002","00.00%","447801259231"
"0002","00.00%","450ppw"
"0002","00.00%","48"
"0002","00.00%","4882"
"0002","00.00%","4a"
"0002","00.00%","4d"
"0002","00.00%","4eva"
"0002","00.00%","4fil"
"0002","00.00%","4txt"
"0002","00.00%","5249"
"0002","00.00%","54"
"0002","00.00%","5free"
"0002","00.00%","5k"
"0002","00.00%","5pm"
"0002","00.00%","600"
"0002","00.00%","6031"
"0002","00.00%","61200"
"0002","00.00%","61610"
"0002","00.00%","630"
"0002","00.00%","65"
"0002","00.00%","674"
"0002","00.00%","69669"
"0002","00.00%","69696"
"0002","00.00%","69698"
"0002","00.00%","69866"
"0002","00.00%","69888"
"0002","00.00%","6days"
"0002","00.00%","6hl"
"0002","00.00%","6wu"
"0002","00.00%","700"
"0002","00.00%","7250"
"0002","00.00%","77"
"0002","00.00%","7876150ppm"
"0002","00.00%","7ish"
"0002","00.00%","80086"
"0002","00.00%","80608"
"0002","00.00%","8077"
"0002","00.00%","81010"
"0002","00.00%","82468"
"0002","00.00%","83049"
"0002","00.00%","83383"
"0002","00.00%","85069"
"0002","00.00%","861"
"0002","00.00%","86888"
"0002","00.00%","88088"
"0002","00.00%","88222"
"0002","00.00%","88877"
"0002","00.00%","88888"
"0002","00.00%","89070"
"0002","00.00%","89080"
"0002","00.00%","89693"
"0002","00.00%","8am"
"0002","00.00%","8p"
"0002","00.00%","8pm"
"0002","00.00%","92h"
"0002","00.00%","930"
"0002","00.00%","99"
"0002","00.00%","9pm"
"0002","00.00%","____"
"0002","00.00%","ability"
"0002","00.00%","abj"
"0002","00.00%","absolutly"
"0002","00.00%","aburo"
"0002","00.00%","academic"
"0002","00.00%","accounts"
"0002","00.00%","acl03530150pm"
"0002","00.00%","aco"
"0002","00.00%","acted"
"0002","00.00%","acting"
"0002","00.00%","active"
"0002","00.00%","actor"
"0002","00.00%","actual"
"0002","00.00%","adam"
"0002","00.00%","addamsfa"
"0002","00.00%","admin"
"0002","00.00%","administrator"
"0002","00.00%","admit"
"0002","00.00%","adoring"
"0002","00.00%","ads"
"0002","00.00%","adventure"
"0002","00.00%","aeronautics"
"0002","00.00%","aeroplane"
"0002","00.00%","affair"
"0002","00.00%","ag"
"0002","00.00%","agalla"
"0002","00.00%","age23"
"0002","00.00%","agree"
"0002","00.00%","airtel"
"0002","00.00%","aka"
"0002","00.00%","alaipayuthe"
"0002","00.00%","album"
"0002","00.00%","algarve"
"0002","00.00%","ali"
"0002","00.00%","allow"
"0002","00.00%","allowed"
"0002","00.00%","although"
"0002","00.00%","amongst"
"0002","00.00%","amused"
"0002","00.00%","amy"
"0002","00.00%","andros"
"0002","00.00%","animation"
"0002","00.00%","anna"
"0002","00.00%","annie"
"0002","00.00%","anniversary"
"0002","00.00%","annoying"
"0002","00.00%","anot"
"0002","00.00%","answered"
"0002","00.00%","anthony"
"0002","00.00%","aom"
"0002","00.00%","apart"
"0002","00.00%","apo"
"0002","00.00%","applebees"
"0002","00.00%","application"
"0002","00.00%","appreciated"
"0002","00.00%","approx"
"0002","00.00%","aproach"
"0002","00.00%","arent"
"0002","00.00%","arm"
"0002","00.00%","arts"
"0002","00.00%","asp"
"0002","00.00%","atlast"
"0002","00.00%","attached"
"0002","00.00%","aunt"
"0002","00.00%","aunts"
"0002","00.00%","aunty"
"0002","00.00%","av"
"0002","00.00%","avoid"
"0002","00.00%","avoiding"
"0002","00.00%","aww"
"0002","00.00%","ayn"
"0002","00.00%","b4190604"
"0002","00.00%","b4280703"
"0002","00.00%","ba"
"0002","00.00%","babies"
"0002","00.00%","bang"
"0002","00.00%","bar"
"0002","00.00%","base"
"0002","00.00%","batch"
"0002","00.00%","battle"
"0002","00.00%","bbd"
"0002","00.00%","bc"
"0002","00.00%","bck"
"0002","00.00%","bcm1896wc1n3xx"
"0002","00.00%","bcm4284"
"0002","00.00%","bear"
"0002","00.00%","bears"
"0002","00.00%","beauty"
"0002","00.00%","bec"
"0002","00.00%","becomes"
"0002","00.00%","bedrm"
"0002","00.00%","beg"
