count,word
2,forum
2,forums
7,forward
9,forwarded
1,forwarding
17,found
1,foundurself
3,four
1,fourth
1,foward
1,fowler
1,fox
1,fps
13,fr
1,fr'ndship
1,fraction
3,fran
1,frank
1,frankie
1,franxx
1,franyxxxxx
2,frauds
4,freak
1,freaked
1,freaking
1,freaky
1,fredericksburg
279,free
1,free-message
1,free-nokia
2,free-send
2,freedom
1,freeentry
4,freefone
1,freek
1,freely
14,freemsg
8,freephone
3,freezing
1,freinds
4,fren
1,fren's
1,french
8,frens
1,frequently
1,fresh
1,freshers
2,fret
15,fri
15,friday
1,fridays
1,fridge
1,fried
47,friend
1,friend-of-a-friend
3,friend's
55,friends
1,friendsare
22,friendship
1,friendships
1,fring
2,fringe
14,frm
1,frmcloud
16,frnd
14,frnds
4,frndship
1,frndshp
1,frndsship
1,frndz
1,frnt
1,fro
1,frog
1,frog-axel
284,from
4,fromm
1,fromwrk
2,front
1,frontierville
1,frosty
1,fruit
1,frwd
3,frying
1,ft
28,fuck
1,fuck's
2,fucked
3,fuckin
15,fucking
1,fuckinnice
1,fucks
1,fudge
1,fuelled
2,fujitsu
3,ful
1,fulfil
21,full
8,fullonsms
1,fumbling
31,fun
1,function
1,functions
1,fund
1,fundamentals
2,funeral
2,funk
2,funky
8,funny
1,funs
2,furniture
4,further
1,fusion
8,future
1,fuuuuck
1,fwiw
6,fyi
34,g
1,g's
1,ga
1,gail
1,gailxx
2,gain
1,gained
10,gal
1,gal-can
1,gal-no
2,galileo
5,gals
1,gam
1,gamb
21,game
20,games
2,gamestar
1,gandhipuram
2,ganesh
3,gang
6,gap
4,gaps
3,garage
2,garbage
2,garden
3,gardener
1,gari
1,garments
3,gary
13,gas
2,gastroenteritis
1,gate
1,gauge
3,gautham
1,gauti
10,gave
8,gay
1,gayle
1,gays
2,gaytextbuddy
1,gaze
3,gbp
18,gd
1,gdeve
12,ge
7,gee
5,geeee
2,geeeee
1,gei
2,gender
1,general
3,generally
1,genes
2,genius
2,gent
5,gentle
3,gentleman
4,gently
3,genuine
1,genus
1,geoenvironmental
2,george's
1,gep
1,ger
3,germany
389,get
1,getiing
1,geting
11,gets
1,getsleep
2,getstop
10,gettin
50,getting
10,getzed
2,gf
1,ghodbandar
2,ghost
2,gibbs
1,gibe
25,gift
2,gifted
1,gifts
1,giggle
1,gigolo
3,gimme
1,gimmi
2,gin
36,girl
6,girlfrnd
1,girlie
16,girls
2,gist
4,giv
103,give
3,given
6,gives
8,giving
10,glad
1,glands
1,glasgow
1,glass
1,glo
1,global
1,glorious
1,glory
1,gloucesterroad
5,gm
1,gmw
13,gn
1,gnarls
2,gnt
1,gnun
283,go
3,goal
2,goals
1,gobi
40,god
7,god's
2,gods
26,goes
1,goggles
1,goigng
22,goin
173,going
1,gokila
2,gold
1,golddigger
1,golden
2,goldviking
1,golf
1,gon
3,gona
16,gone
1,gong
58,gonna
1,gonnamissu
247,good
1,goodevening
2,goodfriend
1,goodies
1,goodmate
15,goodmorning
9,goodnight
3,goodnite
2,goodnoon
2,goodo
1,goods
1,goodtime
5,google
1,gopalettan
4,gorgeous
1,gosh
1,goss
3,gossip
240,got
1,gota
1,gotany
1,gotbabes
1,gotmarried
8,goto
12,gotta
2,gotten
1,gotto
1,goverment
4,govt
1,gower
1,gprs
2,gpu
1,grab
2,grace
1,graduated
3,grahmbell
3,gram
1,grams
1,gran
4,grand
1,grandfather
1,grandma
1,grandmas
2,granite
1,granted
1,graphics
1,grasp
1,grateful
2,grave
1,gravel
4,gravity
1,gravy
1,gray
1,grazed
1,gre
115,great
2,greatest
1,greatly
1,greatness
1,greece
5,green
5,greet
1,greeting
3,greetings
1,grief
1,grinder
12,grins
1,grinule
4,grl
1,grocers
1,grooved
1,groovy
1,groovying
3,ground
6,group
2,grow
2,growing
1,grown
1,grownup
1,grr
1,grumble
1,grumpy
1,gsex
1,gsoh
318,gt
1,gua
1,guai
1,guarantee
50,guaranteed
1,gucci
67,gud
3,gudnite
1,gudnyt
38,guess
1,guessed
1,guesses
1,guessin
2,guessing
1,guidance
5,guide
1,guides
1,guild
3,guilty
1,guitar
1,gumby's
1,guoyang
1,gurl
1,gut
24,guy
2,guy's
37,guys
2,gv
2,gving
12,gym
1,gymnastics
1,gynae
1,gyno
5,h
16,ha
1,habba
2,habit
1,hack
105,had
1,hadn't
23,haf
51,haha
3,hahaha
7,hai
1,hail
24,hair
1,haircut
1,hairdressers
1,haiyoh
3,haiz
38,half
1,hall
1,halla
2,hallaq
3,halloween
4828,ham
1,hamper
2,hamster
15,hand
3,handed
1,handing
4,handle
5,hands
6,handset
1,handsome
1,handsomes
2,hang
1,hanger
1,hangin
4,hanging
1,hanks
1,hannaford
1,hanumanji
20,happen
4,happend
16,happened
1,happenin
7,happening
7,happens
1,happier
1,happiest
2,happily
13,happiness
108,happy
16,hard
3,hardcore
1,harder
1,hardest
2,hardly
1,hari
1,harish's
1,harlem
1,harri
4,harry
118,has
1,hasbro
4,hasn't
1,hasnt
1,hassling
1,hat
5,hate
1,hates
1,haughaighgtujhyguj
1,haul
1,haunt
26,hav
1,hava
1,havbeen
577,have
1,havebeen
3,haven
22,haven't
24,havent
1,haventcn
3,havin
42,having
1,havn't
3,havnt
1,hcl
1,hdd
196,he
5,he'll
30,he's
19,head
3,headache
2,headin
2,heading
2,heads
1,headset
1,headstart
1,heal
1,healer
1,healthy
1,heap
32,hear
12,heard
1,hearin
1,hearing
49,heart
1,hearted
2,hearts
1,heat
2,heater
1,heaven
1,heavily
7,heavy
1,hectic
13,hee
1,heehee
1,hehe
4,height
2,held
2,helen
1,helens
7,hell
5,hella
52,hello
1,hello-ed
1,hellogorgeous
2,helloooo
58,help
1,helpful
1,helping
2,helpline
1,helps
1,heltini
1,hen
2,hence
2,henry
1,hep
134,her
122,here
1,hero
1,heroes
1,heron
2,herself
2,hes
1,hesitant
1,hesitate
1,hesitation
2,hex
112,hey
11,hg
1,hhahhaahahah
140,hi
1,hidden
2,hide
1,hides
1,hiding
7,high
1,highest
1,hilarious-also
4,hill
1,hills
1,hillsborough
111,him
1,himself
1,himso
3,hint
4,hip
1,hiphop
1,hire
64,his
3,history
15,hit
1,hitler
1,hitman
1,hits
1,hitter
1,hittng
9,hiya
6,hl
1,hlday
2,hlp
2,hm
1,hme
14,hmm
13,hmmm
1,hmmmm
1,hmmross
1,hmph
10,hmv
9,ho
2,hockey
1,hogidhe
1,hogli
1,hogolo
2,hol
1,holby
15,hold
6,holder
7,holding
1,hole
47,holiday
7,holla
1,hollalater
4,hols
2,holy
167,home
3,homeowners
3,hon
1,honest
1,honestly
1,honesty
8,honey
3,honeybee
1,honeymoon
1,honi
1,hont
1,hoo
1,hooch
1,hoody
5,hook
1,hooked
1,hoops
7,hop
113,hope
2,hoped
1,hopeful
5,hopefully
1,hopeing
1,hopes
1,hopeso
1,hopeu
10,hoping
2,hor
1,horniest
7,horny
2,horo
5,horrible
1,horse
1,hos
10,hospital
2,hospitals
1,host-based
5,hostel
1,hostile
22,hot
7,hotel
2,hotels
1,hotmail
1,hotmix
1,hottest
30,hour
1,hourish
21,hours
36,house
7,house-maid
1,houseful
2,housewives
1,housework
1,housing
282,how
1,how're
29,how's
1,how've
2,howard
1,howda
1,howdy
8,however
16,hows
1,howu
6,howz
1,hp
2,hppnss
5,hr
2,hrishi
6,hrs
2,hsbc
1,html
21,http
1,hu
1,huai
2,hubby
1,hubby's
1,hudgi
4,hug
2,huge
1,hugging
1,hugh
2,hugs
20,huh
1,hui
1,huiming
1,hum
1,humanities
1,humans
4,hun
1,hun-onbus
2,hundred
1,hundreds
1,hungover
14,hungry
1,hunks
6,hunny
1,hunt
1,hunting
1,hurricanes
2,hurried
7,hurry
23,hurt
2,hurting
8,hurts
3,husband
1,hussey
1,hustle
1,hut
5,hv
1,hvae
9,hw
1,hw'd
2,hyde
1,hype
1,hypertension
1,hypotheticalhuagauahahuagahyuhagga
2379,i
1,i-ntimate
12,i'd
168,i'll
394,i'm
1,i'ma
65,i've
9,iam
2,ias
2,ibh
3,ibhltd
4,ibiza
1,ibm
2,ibn
1,ibored
1,ibuprofens
3,ic
1,iccha
9,ice
1,icic
2,icicibank
1,icky
1,icon
23,id
1,idc
7,idea
1,idea's
2,ideal
3,ideas
1,identification
16,identifier
2,idew
4,idiot
4,idk
1,idps
1,idu
1,ie
389,if
1,iff
1,ifink
1,ignorant
5,ignore
1,ignoring
1,ihave
1,ijust
3,ikea
1,ikno
1,iknow
10,il
1,ileave
43,ill
2,illness
1,illspeak
1,ilol
86,im
1,image
1,images
1,imagination
7,imagine
1,imat
1,imf
1,img
1,imin
7,imma
1,immed
10,immediately
1,immunisation
2,imp
2,impatient
1,impede
1,implications
27,important
1,importantly
1,imposed
3,impossible
1,imposter
1,impress
1,impressed
1,impression
1,impressively
2,improve
2,improved
1,imprtant
893,in
8,inc
2,inch
4,inches
3,incident
1,inclu
3,include
1,includes
7,including
5,inclusive
1,incomm
2,inconsiderate
1,inconvenience
1,inconvenient
1,incorrect
1,increase
2,incredible
2,increments
1,inde
2,indeed
1,independence
1,independently
2,index
13,india
6,indian
4,indians
2,indicate
2,individual
2,indyarocks
1,inever
1,infact
2,infections
4,infernal
1,influx
16,info
4,inform
12,information
6,informed
1,infra
2,infront
1,ing
1,ingredients
1,initiate
1,ink
1,inlude
1,inmind
1,inner
3,innings
2,innocent
1,innu
1,inperialmusic
1,inpersonation
2,inr
1,insects
3,insha
2,inshah
8,inside
1,inspection
1,inst
1,install
1,installation
2,installing
1,instant
3,instantly
7,instead
4,instituitions
3,instructions
7,insurance
4,intelligent
1,intend
1,intention
1,intentions
2,interest
8,interested
5,interesting
2,interflora
1,interfued
1,internal
7,internet
4,interview
1,interviews
1,interviw
1,intha
36,into
1,intrepid
5,intro
1,intrude
2,invaders
1,invention
2,invest
1,investigate
1,invitation
3,invite
13,invited
6,inviting
3,invnted
1,invoices
1,involve
1,involved
3,iouri
1,ip
2,ipad
1,ipaditan
1,ipads
1,iphone
12,ipod
4,iq
1,iraq
1,irene
1,iriver
1,iron
1,ironing
1,irritated
2,irritates
3,irritating
1,irritation
1,irulinae
896,is
1,is'love
1,isaiah
3,iscoming
6,ish
1,ishtamayoo
2,island
3,islands
3,isn
11,isn't
6,isnt
3,issue
5,issues
1,isv
651,it
1,it'll
98,it's
1,it'snot
5,italian
2,itcould
2,items
1,iter
1,ithink
1,itna
228,its
9,itself
2,itwhichturnedinto
1,itxt
3,itz
1,ivatte
9,ive
1,iwana
1,iwas
1,iyo
4,iz
7,izzit
8,j
1,jabo
1,jack
2,jacket
2,jackpot
1,jackson
1,jacuzzi
4,jada
1,jade
1,jaklin
1,jam
3,james
4,jamster
1,jamz
3,jan
1,janarige
3,jane
1,janinexx
7,january
1,janx
1,jap
2,japanese
2,jas
3,jason
5,java
11,jay
3,jay's
2,jaya
1,jaykwon
1,jaz
5,jazz
1,jb
2,jd
1,je
3,jealous
2,jeans
1,jeetey
1,jeevithathile
1,jelly
4,jen
1,jenne
2,jenny
1,jenxxx
1,jeremiah
1,jeri
1,jerk
2,jerry
1,jersey
4,jess
5,jesus
1,jet
1,jetton
1,jewelry
1,jez
1,ji
2,jia
2,jiayin
1,jide
5,jiu
1,jjc
2,jo
2,joanna
43,job
2,jobs
1,jobyet
1,jocks
1,jod
1,jog
2,jogging
13,john
27,join
8,joined
2,joining
5,joke
1,joke--thet
1,joke's
1,joker
4,jokes
2,jokin
6,joking
2,jolly
2,jolt
1,jon
1,jones
1,jontin
5,jordan
1,jorge-shock
1,jos
1,jot
4,journey
4,joy
8,joy's
1,joys
1,jp
1,js
2,jsco
6,jst
3,jstfrnd
2,jsut
2,juan
1,judgemental
3,juicy
1,jules
1,juliana
1,julianaland
3,july
1,jump
1,jumpers
4,june
1,jungle
1,junna
1,jurong
35,jus
376,just
1,justbeen
1,justfound
1,justify
1,justthought
1,juswoke
25,juz
147,k
1,kaaj
3,kadeem
2,kaiez
1,kaila
1,kaitlyn
1,kalaachutaarama
1,kalainar
1,kalisidare
7,kallis
1,kalstiya
1,kama
1,kanagu
1,kane
1,kanji
6,kano
2,kappa
3,karaoke
1,karnan
1,karo
11,kate
1,katexxx
1,kath
2,kavalan
2,kay
1,kaypoh
7,kb
2,ke
1,keen
69,keep
1,keep-in-touch
6,keeping
2,keeps
2,kegger
1,keluviri
1,ken's
2,kent
7,kept
6,kerala
2,keralacircle
1,keris
4,kettoda
4,key
1,keypad
3,keys
1,keyword
1,kfc
2,kg
1,khelate
1,ki
1,kicchu
8,kick
1,kickboxing
2,kickoff
2,kicks
2,kid
2,kidding
10,kids
4,kidz
1,kiefer
1,kill
2,killed
2,killing
2,kills
1,kilos
16,kind
9,kinda
3,kindly
9,king
1,kingdom
1,kintu
2,kiosk
1,kip
1,kisi
31,kiss
4,kisses
1,kissing
1,kit
1,kittum
1,kitty
3,knackered
1,knee's
1,knees
13,knew
1,knickers
2,knock
1,knocking
262,know
3,knowing
1,known
10,knows
17,knw
1,ko
1,kochi
1,kodstini
1,kodthini
1,kolathupalayam
2,konw
1,korche
1,korean
1,korli
1,korte
1,kotees
2,kothi
2,kr
1,ktv
1,kuch
2,kudi
4,kusruthi
1,kvb
2,kz
3,l
1,l-oveable
1,l'm
7,la
4,lab
1,labor
1,lac
1,lacking
6,lacs
1,laden
6,ladies
6,lady
2,lag
1,lage
1,lager
5,laid
1,lakhs
1,lambda
1,lambu
1,lamp
1,lancaster
18,land
1,landing
34,landline
1,landlineonly
2,landlines
1,landmark
1,lands
2,lane
2,langport
2,language
1,lanka
1,lanre
1,lap
1,lapdancer
12,laptop
38,lar
1,lara
1,laready
1,large
4,largest
1,lark
1,lasagna
78,last
1,lastest
1,lasting
59,late
2,lately
1,latelyxxx
135,later
39,latest
1,latests
5,latr
10,laugh
3,laughed
4,laughing
1,laughs
2,laundry
1,laurie
1,lautech
1,lavender
5,law
1,laxinorficated
1,lay
1,layin
1,laying
2,lays
9,lazy
2,lccltd
9,ldew
10,ldn
3,le
5,lead
1,leadership
1,leading
1,leads
1,leaf
1,leafcutter
1,league
1,leanne
7,learn
1,learned
14,least
57,leave
10,leaves
20,leaving
9,lect
4,lecture
1,lecturer
32,left
1,leftovers
1,leg
4,legal
1,legitimat
3,legs
30,leh
23,lei
1,lekdog
8,lemme
1,length
1,lengths
1,lennon
1,leo
3,leona
1,leona's
1,leonardo
1,les
10,less
1,lesser
17,lesson
9,lessons
73,let
6,let's
18,lets
4,letter
4,letters
1,level
1,li
37,liao
2,lib
1,libertines
8,library
3,lick
2,licks
3,lido
4,lie
2,lies
84,life
1,lifebook
1,lifeis
3,lifetime
3,lifpartnr
7,lift
1,lifted
1,lifting
15,light
1,lighters
1,lightly
5,lik
247,like
7,liked
3,likely
3,likes
1,likeyour
1,liking
3,lil
2,lily
1,lim
1,limit
1,limited
2,limiting
1,limits
1,limping
1,lindsay
42,line
1,line--you
1,linear
1,lined
5,linerental
3,lines
1,lingerie
1,lingo
10,link
1,links
1,linux
2,lion
2,lionm
2,lionp
2,lions
2,lip
1,lipo
1,lips
1,liquor
7,list
1,listed
14,listen
1,listener
5,listening
1,listn
1,lists
1,lit
2,literally
1,litres
30,little
46,live
2,lived
1,liver
3,liverpool
4,lives
5,living
2,lk
43,ll
1,llspeak
7,lmao
1,lnly
2,lo
1,load
12,loads
9,loan
2,loans
1,lobby
6,local
2,location
5,locations
1,locaxx
2,lock
1,locks
1,lodge
1,lodging
14,log
1,logged
1,logging
7,login
7,logo
1,logoff
1,logon
2,logos
1,loko
74,lol
1,lolnice
1,lololo
1,londn
6,london
1,loneliness
4,lonely
42,long
8,longer
1,lonlines
1,loo
31,look
2,lookatme
5,looked
6,lookin
29,looking
7,looks
1,lool
1,loooooool
1,looovvve
2,loose
1,loosing
1,loosu
162,lor
1,lord
21,lose
1,losers
3,loses
4,losing
4,loss
13,lost
39,lot
3,lotr
17,lots
1,lotsly
1,lotsof
2,lotta
1,lotto
1,lotz
2,lou
3,loud
3,lounge
3,lousy
2,lov
11,lovable
214,love
11,loved
2,lovejen
15,lovely
2,loveme
9,lover
6,loverboy
2,lovers
8,loves
1,lovin
16,loving
2,lovingly
1,lovly
2,low
1,low-cost
2,lower
1,lowes
2,loxahatchee
2,loyal
7,loyalty
1,lrg
2,lst
316,lt
16,ltd
1,ltdhelpdesk
2,lttrs
1,lubly
13,luck
1,luckily
17,lucky
4,lucozade
2,lucy
1,lucyxx
1,luks
1,lul
46,lunch
1,lunchtime
1,lunsford
2,lush
1,luton
38,luv
1,luvd
2,luvs
2,lux
3,luxury
2,lv
3,lvblefrnd
2,lyf
2,lyfu
1,lying
2,lyk
1,lyricalladie
1,lyrics
40,m
4,ma
1,maaaan
2,maangalyam
1,maat
2,mac
1,macedonia
1,macha
4,machan
1,machi
1,machines
3,macho
1,mack
1,macleran
1,macs
5,mad
3,madam
31,made
1,madodu
1,madoke
1,madstini
1,madurai
2,mag
3,maga
1,magazine
1,maggi
1,magic
3,magical
1,magicalsongs
13,mah
2,mahal
1,mahfuuz
26,mail
2,mailbox
1,mailed
2,mails
2,main
3,maintain
1,maintaining
3,major
102,make
23,makes
1,makiing
2,makin
23,making
7,malaria
1,malarky
3,male
3,mall
1,mallika
45,man
2,manage
1,manageable
2,managed
3,management
1,manchester
4,manda
2,mandan
1,mandara
1,mandy
3,maneesha
1,manege
1,mango
1,maniac
1,manky
1,manual
59,many
3,map
1,mapquest
1,maps
1,maraikara
1,marandratha
13,march
1,maretare
3,margaret
1,margin
1,marine
8,mark
3,market
1,marketing
1,marking
1,marley
1,marrge
7,marriage
7,married
6,marry
1,marsms
1,marvel
1,mary
3,mas
1,masked
1,massage
1,massages
2,massive
1,masteriastering
4,masters
1,mat
11,match
1,matched
8,matches
14,mate
15,mates
2,math
1,mathe
2,mathematics
1,mathews
1,maths
1,matra
1,matric
6,matter
1,matters
1,matthew
4,matured
2,maturity
4,max
7,maximize
1,maximum
52,may
13,mayb
32,maybe
2,mb
1,mc
2,mca
2,mcat
1,mcfly-all
1,mcr
807,me
4,meal
1,meals
20,mean
7,meaning
1,meaningful
1,meaningless
26,means
14,meant
4,meanwhile
3,measure
1,meat
1,meatballs
1,mecause
4,med
8,medical
3,medicine
6,meds
1,mee
83,meet
4,meetin
43,meeting
1,meetins
2,meets
1,meg
2,mega
9,meh
1,mei
1,mei's
1,meive
2,mel
6,melle
1,melnite
1,melody
2,melt
7,member
3,members
4,membership
1,memorable
1,memories
1,memory
9,men
1,mens
2,mental
1,mention
1,mentioned
1,mentionned
1,mentor
7,menu
2,meow
1,merely
1,merememberin
10,merry
2,mesages
2,mess
95,message
2,messaged
24,messages
1,messages-text
2,messaging
1,messed
3,messenger
2,messy
11,met
1,method
1,mf
1,mfl
1,mgs
1,mi
1,mia
1,michael
7,mid
3,middle
7,midnight
2,mids
35,might
1,miiiiiiissssssssss
1,mike
2,mila
1,mileage
3,miles
4,milk
1,millers
1,million
1,millions
1,milta
67,min
1,mina
1,minapn
42,mind
1,minded
1,mindset
17,mine
1,mine's
1,minecraft
3,mini
2,minimum
1,minmobsmore
3,minnaminunginte
2,minor
48,mins
1,mint
1,minus
19,minute
32,minutes
5,minuts
8,miracle
1,mirror
2,mis
2,misbehaved
2,miserable
1,misfits
1,mising
1,misplaced
80,miss
1,misscall
25,missed
3,missin
28,missing
1,missionary
1,missions
1,misss
1,missunderstding
1,missy
1,mist
8,mistake
2,mistakes
1,misundrstud
5,mite
2,mitsake
1,mittelschmertz
1,miwa
3,mix
1,mj
1,mjzgroup
1,ml
10,mm
4,mmm
3,mmmm
2,mmmmm
2,mmmmmm
1,mmmmmmm
1,mmsto
1,mns
3,mnth
2,mnths
9,mo
6,moan
24,mob
1,mobcudb
138,mobile
12,mobiles
3,mobilesdirect
2,mobilesvary
2,mobno
1,mobs
1,mobsi
4,moby
9,mode
7,model
1,modl
2,module
2,modules
1,mofo
4,moji
2,mojibiola
2,mokka
1,molested
12,mom
4,mom's
10,moment
3,moments
5,moms
9,mon
11,monday
1,mone
60,money
1,monkeespeople
1,monkey
1,monkeyaround
2,monkeys
3,mono
1,monoc
1,monos
1,monster
35,month
3,month's
3,monthly
1,monthlysubscription
10,months
8,mood
5,moon
3,moon's
9,moral
109,more
2,morefrmmob
3,morn
2,mornin
78,morning
1,mornings
3,morphine
1,morrow
1,moseley
28,most
2,mostly
6,mother
1,mother-in-law
1,motherfucker
1,motivate
1,motivating
1,motive
1,motor
13,motorola
1,mountain
1,mountains
1,mouse
2,mouth
11,move
3,moved
2,moves
21,movie
8,movies
2,movietrivia
2,moving
1,mquiz
13,mr
1,mre
15,mrng
9,mrt
2,ms
111,msg
3,msging
1,msgrcvd
4,msgrcvdhg
17,msgs
2,msn
4,mt
2,mtalk
2,mth
5,mths
2,mtmsg
1,mtnl
14,mu
2,muah
116,much
1,muchand
1,muchxxlove
1,mudyadhu
1,mufti
1,muhommad
1,muht
1,multimedia
1,multiply
1,multis
16,mum
3,mum's
1,mumbai
1,mumhas
3,mummy
1,mummy's
1,mums
2,mumtaz
2,mumtaz's
1,mundhe
2,munsters
1,murali
6,murder
7,murdered
7,murderer
1,mus
1,mush
1,mushy
23,music
1,music-trivia
1,musical
1,musicnews
27,must
1,musta
2,musthu
1,mustprovide
1,mutai
1,mutations
11,muz
1,mw
1,mwahs
765,my
1,my-tone
1,mycalls
1,mylife
1,mymoby
1,myparents
1,mys
10,myself
1,myspace
2,mystery
154,n
1,n-atural
1,n-gage
1,n-oble
10,na
3,na-tuition
1,naal
1,nachos
2,nag
2,nagar
10,nah
2,nahi
1,nails
7,naked
2,nalla
1,nalli
50,name
2,named
3,names
1,nammanna
3,nan
1,nange
1,nanny
1,nannys
3,nap
1,narcotics
2,nasdaq
1,naseeb
2,nasty
3,nat
1,natalie
2,natalja
12,national
1,nationwide
1,nattil
3,natural
6,nature
1,natwest
7,naughty
1,nauseous
1,nav
1,navigate
2,nb
1,nbme
3,nd
3,ne
10,near
1,nearby
1,nearer
4,nearly
1,necesity
2,necessarily
2,necessary
1,necessity
2,neck
2,necklace
2,ned
169,need
1,needa
4,needed
1,needing
1,needle
16,needs
1,needy
1,neekunna
2,neft
1,negative
1,neglect
1,neglet
1,neighbor
1,neighbors
3,neighbour
2,neither
1,nelson
2,nervous
1,neshanth
22,net
4,netcollex
1,netflix
1,nething
1,netun
1,netvision
29,network
3,networking
3,networks
18,neva
1,nevamind
44,never
1,nevering
1,neville
1,nevr
136,new
2,neway
3,newest
1,newport
1,newquay-send
19,news
1,newscaster
1,newsletter
1,newspapers
62,next
1,nhs
2,nic
62,nice
3,nichols
1,nick
1,nickey
1,nicky
1,nig
8,nigeria
1,nigh
118,night
1,nighters
1,nightnight
6,nights
1,nigpun
1,nigro
1,nike
1,nimbomsons
6,nimya
1,ninish
1,nino
1,nipost
2,nit
22,nite
1,nitro
2,nitros
1,nitw
1,nitz
1,njan
1,nmde
361,no
1,no's
1,nobbing
10,nobody
1,nobody's
20,noe
1,noi
1,noice
1,noise
1,noisy
2,nok
69,nokia
3,nokias
5,noline
1,non
1,noncomittal
9,none
1,nonetheless
1,nookii
11,noon
1,nooooooo
1,noooooooo
15,nope
1,nor
1,nora
1,norcorp
1,nordstrom
3,norm
10,normal
3,normally
1,north
2,northampton
2,nos
1,nose
1,nosh
1,nosy
445,not
4,note
1,notebook
1,notes
2,nothin
38,nothing
7,notice
1,notifications
1,notified
1,notixiquating
1,nottingham
2,notxt
2,noun
1,novelty
1,november
499,now
2,nowadays
1,nowhere
1,noworriesloans
1,nri
16,nt
1,nte
10,ntt
4,ntwk
1,nuclear
1,nudist
1,nuerologist
6,num
96,number
1,number-so
13,numbers
1,nursery
1,nurses
3,nurungu
2,nus
1,nusstu
2,nuther
1,nutter
1,nver
5,nvm
1,nvq
5,nw
7,nxt
1,ny-usa
1,ny's
4,nyc
2,nydc
15,nyt
1,nytho
1,nz
21,o
1,oath
1,obedient
1,obese
1,obey
1,objection
1,oblisingately
1,oblivious
5,obviously
1,occasion
1,occupied
2,occupy
1,occur
1,occurs
1,ocean
1,oclock
1,october
1,odalebeku
2,odi
622,of
1,ofcourse
61,off
1,offc
1,offcampus
1,offdam
1,offense
34,offer
1,offered
1,offering
14,offers
31,office
1,officer
6,official
2,officially
1,offline
2,ofice
1,ofsi
1,ofstuff
4,often
1,oga
1,ogunrinde
115,oh
2,oi
3,oic
2,oil
1,oja
293,ok
27,okay
1,okday
1,okden
3,okey
19,okie
1,okies
1,okmail
1,okors
2,ola
1,olage
1,olave
1,olayiwola's
20,old
1,oli
1,ollu
1,olol
1,olowoyey
1,olympics
8,omg
7,omw
537,on
1,on-edge
1,onam
1,oncall
33,once
1,ondu
175,one
1,one's
9,ones
4,oni
1,onion
1,onion-rs
23,online
1,onluy
219,only
1,onlyfound
7,onto
1,onum
3,onwards
1,onwords
1,ooh
2,oooh
1,oooooh
1,ooooooh
10,oops
17,open
1,opened
1,opener
1,openin
2,opening
1,openings
1,operate
15,operator
8,opinion
2,opinions
1,opponenter
5,opportunity
1,opposed
1,opposite
1,opps
13,opt
4,opt-out
1,opted
1,optimistic
1,optin
3,option
5,optout
423,or
1,oral
31,orange
2,oranges
1,orc
11,orchard
21,order
4,ordered
1,ore
15,oredi
2,oreo
1,oreos
1,org
1,organise
1,organizer
1,orh
2,orig
5,original
1,orno
1,ors
1,ortxt
4,oru
2,os
1,oscar
23,oso
1,otbox
55,other
9,others
10,otherwise
1,othrs
1,othrwise
2,otside
1,ou
1,ouch
149,our
1,ourbacks
1,ours
267,out
1,out--have
1,out--if
1,outage
1,outages
1,outbid
1,outdoors
1,outfit
1,outfor
1,outgoing
1,outrageous
1,outreach
1,outs
15,outside
1,outsider
1,outsomewhere
3,outstanding
4,outta
1,ovarian
68,over
1,overa
1,overdid
1,overdose
1,overemphasise
1,overheating
1,overtime
1,ovr
1,ovulate
2,ovulation
2,ow
1,owe
1,owed
1,owl
10,own
1,own--you've
1,owned
2,owns
1,owo
1,oxygen
1,oyea
1,oyster
5,oz
13,p
33,pa
1,paces
4,pack
4,package
1,packing
2,packs
1,padhe
7,page
4,pages
1,pai
7,paid
27,pain
3,painful
1,paining
2,painting
1,pairs
2,pale
1,palm
2,pan
1,panalam
1,panasonic
2,pandy
2,panic
1,panicks
1,panren
1,pansy
1,panther
1,panties
1,pants
2,pap
1,papa
11,paper
2,papers
2,paperwork
1,paracetamol
1,parachute
1,parade
2,paragon
1,paragraphs
1,paranoid
1,parantella
1,parchi
2,parco
2,parent
17,parents
4,paris
1,parish
13,park
3,parked
1,parkin
3,parking
31,part
1,participate
1,particular
1,particularly
1,parties
5,partner
1,partner's
2,partnership
1,parts
14,party
1,party's
1,paru
1,pases
12,pass
1,passable
4,passed
1,passes
1,passion
4,passionate
1,passport
7,password
2,passwords
7,past
1,pataistha
1,patent
1,path
1,pathaya
1,paths
1,patients
1,patrick
2,pattern
1,patty
1,patty's
1,paul
1,pause
1,pax
32,pay
1,payasam
1,payback
1,payed
2,payee
8,paying
2,payment
1,payments
3,payoh
1,paypal
8,pc
1,pdate_now
3,peace
2,peaceful
1,peach
2,peak
1,pears
2,pee
1,peeps
1,pehle
1,pei
1,pen
3,pence
1,pendent
3,pending
2,penis
1,penny
50,people
1,peoples
58,per
1,percent
1,percentages
1,perf
4,perfect
1,perform
1,performance
1,performed
1,perfume
2,perhaps
1,peril
3,period
1,peripherals
1,permanent
1,permission
1,permissions
1,perpetual
1,persevered
1,persian
1,persolvo
45,person
6,personal
4,personality
1,personally
7,persons
1,perspective
1,perumbavoor
1,pesky
1,pest
11,pete
1,petexxx
2,petey
2,petrol
1,petrol-rs
1,petticoatdreams
4,pg
3,ph
1,pharmacy
1,phasing
1,phd
1,phews
1,phil
1,philosophical
